Long,Short,confirmation_bars,exit_sd,n_trades,gross_wr,net_wr,avg_gross,avg_net,avg_winner_gross,avg_loser_gross,avg_winner_net,avg_loser_net,payoff_gross,payoff_net,avg_holding,median_holding,avg_spread_cost,avg_fin_cost,avg_total_cost
UKX,CBK,2,2.0,94,0.5638297872340425,0.32978723404255317,0.0008031922478685456,-0.004866291867549699,0.0062357531864042325,-0.006219386526336124,0.0040148315764770275,-0.00923636848286444,1.0026315553791043,0.43467641897629483,7.617021276595745,3.0,0.004,0.0016694841154182448,0.005669484115418245
UKX,CBK,3,2.0,69,0.6086956521739131,0.2318840579710145,1.5187391911054444e-05,-0.005347528510411758,0.004827581477961651,-0.00747075896416765,0.004587884532122286,-0.008346898485516374,0.6461969260575003,0.5496514112497273,6.217391304347826,1.0,0.004,0.0013627159023228113,0.005362715902322812
UKX,CEY,0,1.5,51,0.7254901960784313,0.5098039215686274,0.002110085456224176,-0.010149919915787644,0.015516707397289933,-0.03332170110230675,0.012620022382071255,-0.033830659905560896,0.46566372315895255,0.37303506397156755,37.68627450980392,26.0,0.004,0.008260005372011818,0.012260005372011818
UKX,CEY,1,1.5,51,0.7254901960784313,0.5686274509803921,0.004472781525403,-0.007155475256761921,0.015403202850074259,-0.02441476054694248,0.011704934804849462,-0.03201692488343147,0.6308971501259815,0.3655858533405462,34.80392156862745,22.0,0.004,0.007628256782164922,0.011628256782164923
UKX,CEY,2,1.5,51,0.7058823529411765,0.5686274509803921,0.0039548342891548224,-0.0066720794900554945,0.014534034296525928,-0.021435245728535834,0.010246842091554707,-0.028974294302178037,0.6780437453617517,0.3536528615568193,30.235294117647058,19.0,0.004,0.006626913779210316,0.010626913779210316
UKX,CEY,3,1.5,47,0.7659574468085106,0.574468085106383,0.0038157872029985444,-0.0061206744699830945,0.01265496551353935,-0.02511243272240774,0.009508601679783325,-0.027220197272167762,0.5039322814092546,0.34932155651589364,27.085106382978722,13.0,0.004,0.005936461672981638,0.009936461672981638
UKX,CEY,0,1.8,72,0.75,0.625,0.001581641412103291,-0.00678974367161056,0.010761988311592093,-0.025959399286363108,0.0066518901251054,-0.029192466666137156,0.4145700057568566,0.22786324297910382,19.944444444444443,11.0,0.004,0.00437138508371385,0.00837138508371385
UKX,CEY,1,1.8,70,0.7142857142857143,0.4857142857142857,0.003161971540862072,-0.004739398322151626,0.010596573028054059,-0.0154245321771179,0.00827072189247906,-0.017026734080413945,0.6869947760084382,0.4857491667760859,17.8,9.0,0.004,0.003901369863013699,0.007901369863013699
UKX,CEY,2,1.8,67,0.6716417910447762,0.3880597014925373,0.0020764356917249934,-0.005168708450577195,0.008287731810781306,-0.010628488188162916,0.007494951557700765,-0.013199322114363216,0.7797658203178378,0.5678285212499603,14.805970149253731,7.0,0.004,0.003245144142302188,0.007245144142302188
UKX,CEY,3,1.8,60,0.7166666666666667,0.4166666666666667,0.0020250946670709482,-0.004637919031559188,0.007588240242294658,-0.012046391199671373,0.00599163604630403,-0.012230458372890057,0.6299181320378892,0.48989464365334384,12.15,3.0,0.004,0.0026630136986301373,0.006663013698630137
